139.0012574	-15.95138644	8
-144.7182939	-99.8999148	43
-19.9593706	58.84243821	5
159.9338791	7.26583373	8
-50.53860175	52.28865569	27
-31.99945019	54.66870426	23
-128.5570274	-100.179682	34
-176.3497536	-102.0595029	8
156.7962751	-50.00925063	8
-50.30028567	49.79884454	36
-53.37601302	51.14200456	32
-55.13790722	70.03174339	34
-44.90027039	37.84503197	43
-58.00015368	50.33571658	24
-27.32227924	22.13370492	39
128.2606919	-22.59239274	9
150.9803255	-65.65635474	41
128.6114727	21.05945269	9
152.9444622	-6.395151221	12
167.655333	1.914905272	13
156.2463508	-33.60251921	20
-47.38155676	40.83463923	17
-182.3356377	-118.1613915	44
-156.9799806	-98.01014013	36
-49.91000866	50.16825643	18
-66.94547763	28.75095079	17
147.3075578	29.86119459	11
169.5942277	14.99939999	6
160.9752332	1.974190535	8
135.0519641	-34.28520407	36
-133.3569653	-102.5544846	5
-139.6611747	-92.7067695	43
-101.3189176	-94.75566896	15
-233.6465452	-109.7764503	11
162.4744435	21.93082186	46
146.9206525	1.873722384	10
-32.15627351	44.40787593	41
150.3611548	-56.7962006	42
149.7802597	7.968617633	27
-39.2387813	58.18325961	31
136.3421497	-40.71830167	27
150.5005878	-45.53859274	8
-199.6205349	-97.47949289	22
149.8302384	-9.438221908	21
-68.91495821	48.27627878	26
-154.4962633	-80.28671957	11
-47.23662334	45.4879299	39
-50.34129552	56.26019824	47
142.0495819	-5.370331517	50
-168.6308489	-64.66302008	27
-79.17120137	19.65899792	49
-127.5789	-91.97513286	12
163.0512645	-41.48633267	24
-112.8068837	-123.6813503	24
-124.5085225	-97.74902232	6
163.3440251	-13.26617383	5
139.9754089	-94.23662947	9
-102.0493146	-122.7925021	44
-25.62165246	35.06682727	20
-50.44787433	49.31454877	41
-91.94649089	-89.95595254	18
-188.4593702	-75.08374527	40
114.4291998	45.27586859	16
148.1158434	-26.71931041	33
-57.59553124	48.92730701	46
183.125164	37.64998622	49
-35.88769404	43.87407425	32
146.1161878	-8.029973195	37
