76.56086279	175.7825726	38
211.1479265	270.8304074	26
405.4934648	303.4047471	65
129.12424	221.0615154	63
440.583029	328.7363707	15
91.0757038	176.7132488	74
414.8403474	271.2075926	56
61.33056242	186.2135969	73
363.9857447	314.1300663	8
123.4814251	160.2354522	8
363.0390564	268.2826222	58
90.53708829	185.691734	77
51.4488081	199.3368806	58
76.68948501	198.8022437	40
141.843695	210.869907	25
399.4794457	267.7277991	69
428.9994327	287.9150545	29
382.755995	346.6320098	57
138.1039441	172.3149659	23
67.16012178	174.9901568	41
57.16722971	217.5741296	48
298.348458	282.8450852	69
140.4967675	179.3896023	35
126.8350231	173.5527252	1
358.8244136	317.933199	10
63.81908186	203.3658548	74
393.8837773	286.9546928	37
58.77483786	190.6563658	5
77.76417636	185.9402731	19
370.6055886	261.2325688	15
434.0115339	259.2265358	73
422.5523345	264.8912633	6
128.9928299	218.8919738	43
424.3541738	272.2948208	68
65.67458227	245.71501	3
422.2808275	295.0636327	48
287.3860163	226.0593803	13
106.1722832	197.0889396	49
84.43178816	158.1980055	7
74.67779877	194.3519414	22
130.9965312	193.2721418	59
390.75354	286.6989954	37
438.4186754	264.5691068	53
355.5373424	337.4695797	57
97.51346211	219.1795553	60
437.326831	265.9379345	4
447.9250417	309.390694	17
114.4196499	187.0702131	72
140.6243829	246.7979341	40
390.8298001	259.7580732	50
99.54039839	237.0159672	21
69.53179949	210.5551441	48
449.6397422	322.7235534	26
350.2936568	341.0772945	27
426.6491419	289.4526106	4
78.21240478	192.9374874	47
70.65115903	191.4408051	68
128.6584416	179.8520219	65
420.2998264	253.1283164	53
426.7639471	275.3705159	18
447.1919265	339.7585561	38
106.0655095	230.5512268	52
133.5663861	150.2733238	55
143.3801561	202.8974974	70
139.4698912	151.0089164	12
90.4867219	153.3913588	53
411.5442584	316.7997601	34
377.0946343	277.0420598	67
61.01490274	203.0872337	38
369.5628675	265.8062743	54
112.0934294	241.6684187	57
72.82714957	240.8261149	57
148.3242069	238.4340043	51
413.4261453	327.9630245	1
386.1635905	331.718015	59
416.4136897	280.8751342	12
59.92978262	218.2759784	17
134.9594251	191.9200226	54
79.32156102	204.3731699	18
371.4975827	301.9952644	7
365.8940401	343.9751608	58
129.4641274	249.8844797	42
368.150455	293.8584318	42
436.9343762	276.1821999	46
121.0651902	174.2166017	72
114.4797344	198.6713917	25
122.9125923	192.1677099	57
428.6991731	327.8146794	17
147.7050319	232.8422102	65
137.4621775	202.7775226	33
401.6296685	253.6228276	57
208.7275746	296.2073585	25
135.8724568	193.9606232	72
107.667841	232.8274896	66
77.48587226	204.5933854	61
74.9310217	212.7209151	9
407.1871539	286.4256716	59
145.0385193	211.6716094	60
66.06745125	236.4606633	47
207.0267402	265.7881965	9
